-pron-,49207937
say,2581442
one,2132959
go,1822918
would,1746746
man,1682741
get,1565184
see,1556538
know,1538343
come,1462294
like,1397878
make,1390133
time,1307909
could,1241341
look,1177632
take,1122101
back,1103713
think,1027451
well,901330
thing,849595
may,803351
way,800883
good,791002
two,787034
tell,759755
hand,759572
find,756863
eye,754114
first,747953
work,696982
new,694880
even,691665
give,690039
little,676287
want,657782
year,645347
turn,641999
face,619213
old,618139
day,607576
long,599432
right,593599
donot,589652
story,580112
seem,577254
e,575977
still,567805
head,561029
film,559401
great,547232
much,536200
never,529265
leave,528635
away,522526
world,517611
feel,517427
use,514768
try,506388
ask,492733
light,491711
something,490792
stand,482451
around,481621
must,478147
life,474170
people,470797
call,460875
last,452661
place,451516
didnot,438373
hear,433292
de,431273
another,424743
room,421341
door,418116
many,417334
keep,408605
book,406275
voice,400599
begin,399006
open,393625
three,384556
ship,384380
every,382066
run,380887
show,380552
let,377847
hold,375803
mean,374818
nothing,374803
move,371746
though,370187
mind,367765
put,365329
woman,363133
night,361260
foot,357706
ever,356236
start,355138
also,351838
enough,346865
end,343746
body,341661
name,340746
set,340348
side,339485
send,337815
word,337806
without,336580
course,335772
bring,331136
big,329226
write,328595
girl,326508
earth,324566
upon,324122
moment,323980
become,320916
point,320848
watch,320756
far,320535
small,313176
sit,310252
yet,309143
mr,308922
fall,307401
part,305900
die,303673
almost,303447
space,296418
wait,295901
sound,294935
need,294934
live,294630
close,293262
stop,288952
talk,284741
arm,284078
house,281968
young,280255
yes,279446
lie,278938
read,274734
speak,274604
black,274035
behind,272181
help,271256
really,270534
follow,270245
city,269779
tion,266234
happen,264645
toward,264337
home,263557
reach,263463
hour,262765
sure,262539
star,262466
science,261868
next,261387
always,260927
air,259482
play,259396
order,257786
smile,257735
across,254721
since,254471
high,254465
walk,254196
canot,253998
return,252604
human,251557
love,250287
answer,247901
second,246099
along,245816
white,243734
dead,241847
water,241783
anything,240720
issue,239447
dark,237614
fact,235778
minute,233191
pass,232667
wall,232197
change,229996
power,229722
kill,227970
break,227965
step,227655
line,227472
kind,226017
fiction,221715
death,220319
,219344
friend,219293
later,218887
matter,217827
movie,217396
