Source,Compare,Value,Val Type 2,Val Type 3
mutiny threaten enemy,deserter enemy grievance,0.8142472591945672,0.8122075354190235,0.2
race war threaten rival,war deal foe determined crush hazard,0.804837570994428,0.7995884090430989,0.1111111111111111
feud threaten enemy,deserter enemy grievance,0.8049109088462364,0.8046050610621337,0.2
feud threaten enemy,deserter enemy grievance,0.8049109088462364,0.8046050610621337,0.2
desire power oppose enemy,possibly new motive power interplanetary rebel flee way,0.8025768791098417,0.8023568951357105,0.09090909090909093
desire power oppose enemy,since mind develop power extent give fear traditional enemy,0.8338262373149593,0.8350137557303529,0.18181818181818185
desire power oppose enemy,perhaps may able exert power slave guard,0.8026973697760178,0.7980957991512488,0.1
desire power oppose suspicion,threat desire result,0.8416816320525289,0.8387424281847784,0.16666666666666666
desire power oppose suspicion,since mind develop power extent give fear traditional enemy,0.8295304290762103,0.8297677676768609,0.08333333333333333
race war threaten enemy,war deal foe determined crush hazard,0.8295999316703075,0.8296926433724195,0.1111111111111111
race war threaten enemy,baigadd powerful country act destruction war stone,0.8083120437058987,0.8106902454432423,0.1
desire power oppose friend,since mind develop power extent give fear traditional enemy,0.8108163573114466,0.8016266952650705,0.08333333333333333
desire power oppose distance,destroy gravity produce power equal force world,0.8056038313355048,0.8064536386770073,0.1
family revolt threaten poverty,reformer share preserve noble country dire calamity threaten,0.8077875537097823,0.8083270314470896,0.09090909090909093
desire fame oppose danger life,fire within without chance life liberty pursuit happiness,0.8152520004615088,0.7457918392262177,0.08333333333333333
desire power oppose danger life,may labor terrible delusion resource certainly command respect,0.8000827841698698,0.7983993304921265,0.0
desire power oppose danger life,mercurial possess way mean beyond earthly power combat,0.8052188134631229,0.7962162728659059,0.08333333333333333
desire power oppose danger life,threat desire result,0.8372838724216911,0.8330635102302406,0.14285714285714285
desire power oppose danger life,since mind develop power extent give fear traditional enemy,0.8494131217147325,0.8500936341351729,0.07692307692307693
desire power oppose legal procedure,necessary force sensible,0.8239805406737694,0.8103913375325162,0.0
desire liberty oppose danger life,fire within without chance life liberty pursuit happiness,0.8519243908060481,0.7969057383735136,0.18181818181818185
desire liberty oppose danger life,threat desire result,0.8109770100196402,0.8111464211716827,0.14285714285714285
race war threaten fatal ambition,war deal foe determined crush hazard,0.8127883551102603,0.8121637480433237,0.1
desire fortune oppose lack money,desire accumulate fetich strong people hesitate betray trust barter honor sometimes life million need,0.8131727759811628,0.7815782841807736,0.05555555555555555
family revolt threaten ignorance,reformer share preserve noble country dire calamity threaten,0.8444063045973944,0.8463822372552829,0.09090909090909093
desire fortune oppose danger life,fire within without chance life liberty pursuit happiness,0.8197764868594197,0.7732902956814173,0.08333333333333333
desire fortune oppose danger life,must sacrifice yima whatever leave country sacrifice yield life,0.8151733535177085,0.8021089754781691,0.08333333333333333
desire health oppose danger life,threat desire result,0.8060245708114153,0.8062249769224966,0.14285714285714285
desire power oppose lack money,however may power give confidence undertaking,0.8068761769448971,0.8051031249359561,0.1
desire power oppose lack money,since mind develop power extent give fear traditional enemy,0.8086362941655002,0.7965203273702024,0.07692307692307693
desire power oppose suspicion,threat desire result,0.8416816320525289,0.8387424281847784,0.16666666666666666
desire power oppose suspicion,since mind develop power extent give fear traditional enemy,0.8295304290762103,0.8297677676768609,0.08333333333333333
family revolt threaten superstition,reformer share preserve noble country dire calamity threaten,0.8138715725634628,0.8129904654115814,0.09090909090909093
race war threaten physical suffering,sali declare human undergo awful peril hardship polar discovery without overthrow mental poise,0.8179101043872758,0.806588338813826,0.0
desire accomplishment oppose enemy,since mind develop power extent give fear traditional enemy,0.8116380093974949,0.8084061733220329,0.08333333333333333
relief injury oppose danger life,must suffer consequence,0.8106717026658818,0.7975801012639199,0.0
relief stigma oppose danger life,threat desire result,0.8052733678987382,0.7949123261872271,0.0
desire power oppose mental weakness,slowly physical power fail resolution grow strength diminish,0.8261199397594162,0.7832999089818158,0.08333333333333333
desire power oppose mental weakness,nature deny power speech yet surmount difficulty,0.8034116553651225,0.803512553081412,0.09090909090909093
desire power oppose mental weakness,threat desire result,0.8017376628033448,0.7984715749462465,0.14285714285714285
desire power oppose mental weakness,oyd power much mind subtle force fully control perform,0.8195397227779128,0.8112115302835224,0.07692307692307693
desire power oppose mental weakness,mental effort necessary keep enslave chur subjection must enormous,0.8200789985085223,0.8111432901715608,0.07692307692307693
desire power oppose mental weakness,since mind develop power extent give fear traditional enemy,0.835851817668914,0.836266653376932,0.07692307692307693
desire position oppose danger life,threat desire result,0.816006140893202,0.8082041213536244,0.14285714285714285
desire power oppose physical weakness,slowly physical power fail resolution grow strength diminish,0.8440664077834201,0.7908798434851898,0.18181818181818185
desire power oppose physical weakness,even knowledge human nature child tact diplomacy mere babe arm meet hard situation judgment energy,0.8056857479438109,0.7926655022479786,0.0
desire power oppose physical weakness,nature deny power speech yet surmount difficulty,0.8186606244330908,0.8168482975507619,0.09090909090909093
desire power oppose physical weakness,mercurial possess way mean beyond earthly power combat,0.8041303752356943,0.7878677533460179,0.08333333333333333
desire power oppose physical weakness,threat desire result,0.8019472708487829,0.8003425029135693,0.14285714285714285
